freq,siec,unit,geo\TIME_PERIOD	2018-01 	2018-02 	2018-03 	2018-04 	2018-05 	2018-06 	2018-07 	2018-08 	2018-09 	2018-10 	2018-11 	2018-12 	2019-01 	2019-02 	2019-03 	2019-04 	2019-05 	2019-06 	2019-07 	2019-08 	2019-09 	2019-10 	2019-11 	2019-12 	2020-01 	2020-02 	2020-03 	2020-04 	2020-05 	2020-06 	2020-07 	2020-08 	2020-09 	2020-10 	2020-11 	2020-12 	2021-01 	2021-02 	2021-03 	2021-04 	2021-05 	2021-06 	2021-07 	2021-08 	2021-09 	2021-10 	2021-11 	2021-12 	2022-01 	2022-02 	2022-03 	2022-04 	2022-05 	2022-06 	2022-07 	2022-08 	2022-09 	2022-10 	2022-11 	2022-12 	2023-01 	2023-02 	2023-03 	2023-04 	2023-05 	2023-06 	2023-07 	2023-08 	2023-09 	2023-10 	2023-11 	2023-12 	2024-01 	2024-02 	2024-03 	2024-04 	2024-05 	2024-06 	2024-07 	2024-08 	2024-09 	2024-10 	2024-11 	2024-12 	2025-01 	2025-02 
M,RA410,PC,DK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0.000 	0.000 
M,RA410,PC,EE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
M,RA410,PC,EL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
M,RA410,PC,ES	0.491 	1.051 	0.962 	1.566 	2.365 	2.780 	3.938 	3.085 	2.212 	1.323 	0.353 	0.506 	0.676 	1.274 	2.290 	1.915 	3.598 	3.658 	3.058 	3.320 	2.128 	1.441 	0.309 	0.309 	0.378 	1.120 	1.124 	1.184 	3.075 	3.694 	3.327 	3.303 	2.120 	1.627 	0.545 	0.322 	0.422 	0.654 	1.607 	1.341 	3.156 	3.301 	3.694 	3.068 	2.167 	1.593 	0.750 	0.442 	0.704 	0.989 	0.531 	1.899 	2.806 	2.302 	2.531 	2.455 	1.849 	0.758 	0.486 	0.269 	0.502 	0.828 	1.709 	2.919 	2.329 	2.552 	3.259 	3.063 	1.931 	1.086 	0.516 	0.408 	0.409 	0.809 	0.689 	2.145 	2.873 	2.343 	2.828 	2.916 	2.157 	0.716 	0.475 	0.49 	0.363 	0.803 
M,RA410,PC,FI	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0.000 	0.000 
M,RA410,PC,FR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
M,RA410,PC,HR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
M,RA410,PC,HU	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
M,RA410,PC,IE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
M,RA410,PC,IT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M,RA410,PC,LT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
M,RA410,PC,LU	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 e	0.000 e	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0.000 	0.000 
M,RA410,PC,LV	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
M,RA410,PC,MT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
M,RA410,PC,NL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0.000 	0.000 
M,RA410,PC,PL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
M,RA410,PC,PT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
M,RA410,PC,RO	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
M,RA410,PC,SE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
M,RA410,PC,SI	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
M,RA410,PC,SK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
M,RA420,PC,AT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	5.666 	9.041 
M,RA420,PC,BE	0.775 	2.795 	3.190 	6.643 	9.771 	8.942 	10.083 	8.029 	6.194 	4.539 	1.894 	1.001 	0.819 	2.966 	3.420 	6.123 	6.744 	7.888 	6.782 	5.666 	4.514 	2.553 	1.521 	0.910 	1.221 	2.183 	5.903 	10.630 	11.375 	10.496 	9.029 	8.997 	6.947 	3.053 	2.018 	0.944 	1.191 	3.061 	5.812 	8.597 	9.950 	10.787 	9.400 	8.443 	9.042 	4.377 	2.019 	0.912 	1.417 	3.602 	8.746 	10.074 	12.966 	13.602 	14.108 	11.696 	7.607 	5.902 	2.771 	1.287 	1.539 	4.704 	6.613 	12.889 	18.458 	19.335 	13.767 	14.293 	15.401 	7.685 	3.075 	1.658 	3.187 	3.775 	10.488 	14.378 	17.483 	20.106 	19.804 	20.34 	15.931 	11.265 	3.686 	1.927 	3.217 	7.557 
M,RA420,PC,BG	1.631 	1.257 	0.921 	2.175 	5.207 	3.880 	3.805 	4.094 	3.644 	2.828 	1.023 	1.008 	1.286 	2.219 	3.846 	3.957 	5.493 	5.583 	5.085 	5.149 	4.650 	4.008 	1.461 	1.564 	2.370 	2.753 	3.223 	5.561 	6.040 	5.353 	5.773 	5.566 	5.392 	4.094 	2.356 	0.973 	1.624 	2.628 	3.099 	4.074 	5.671 	5.154 	5.464 	5.185 	3.850 	2.789 	1.767 	1.218 	1.919 	2.670 	3.303 	4.864 	6.880 	5.610 	6.464 	5.839 	6.370 	6.881 	2.637 	2.033 	1.952 	4.271 	6.429 	8.921 	12.851 	13.613 	14.694 	15.148 	12.894 	12.889 	6.551 	4.800 	5.687 	8.748 	11.163 	15.327 	20.094 	27.477 	20.865 	19.957 	16.237 	18.312 	11.117 	5.301 	7.929 	9.335 
M,RA420,PC,CY	3.187 e	3.463 e	4.528 	5.156 e	4.497 e	4.185 e	3.603 e	3.552 e	4.049 e	4.267 e	4.324 e	3.393 e	2.986 e	3.709 e	4.579 e	5.255 e	5.481 e	4.346 e	4.058 e	4.109 e	5.223 e	4.859 e	5.378 e	3.637 e	3.264 e	3.914 e	6.938 e	10.420 e	10.333 e	9.544 e	7.118 e	7.051 e	6.923 e	7.639 e	6.534 e	5.469 e	5.723 e	8.492 e	10.256 e	12.246 e	14.774 e	11.887 e	8.962 e	8.453 e	10.863 e	11.348 e	9.977 e	5.528 e	6.013 e	8.472 e	9.222 e	17.376 e	16.659 e	14.989 e	12.228 e	12.385 e	14.037 e	13.543 e	12.581 e	10.762 e	10.161 e	11.060 e	15.711 e	17.764 e	21.654 e	20.664 e	16.301 e	15.659 e	18.152 e	18.445 e	16.872 e	13.585 e	11.995 	13.839 	19.395 	22.472 	24.662 	21.702 	19.51 	20.292 	23.81 	23.743 	19.119 	13.986 	15.724 e	15.952 e
M,RA420,PC,CZ	0.651 	1.728 	1.991 	4.692 	4.883 	4.424 	4.927 	4.675 	3.622 	2.383 	0.963 	0.407 	0.648 	1.887 	2.734 	4.266 	3.479 	5.763 	5.531 	4.411 	3.336 	2.145 	0.753 	0.688 	0.812 	1.514 	3.485 	6.155 	4.940 	4.226 	5.434 	4.293 	3.590 	1.629 	0.825 	0.466 	0.560 	1.249 	2.624 	3.878 	4.572 	5.730 	5.034 	4.092 	3.437 	2.507 	0.724 	0.438 	0.789 	1.926 	3.425 	3.812 	5.336 	5.191 	4.903 	4.285 	2.935 	2.398 	0.936 	0.385 	0.616 	1.495 	2.825 	3.549 	6.306 	6.137 	5.646 	4.311 	4.775 	2.441 	1.036 	0.535 	1.524 	2.286 	4.932 	7.938 	9.224 	9.717 	9.456 	8.993 	5.987 	3.812 	1.941 	1.246 	1.347 	3.367 
M,RA420,PC,DE	1.526 e	4.084 e	5.595 e	12.020 e	15.418 e	13.877 e	14.994 e	12.434 e	10.217 e	6.340 e	2.682 e	1.170 e	1.498 e	4.182 e	6.470 e	12.496 e	12.914 e	18.071 e	15.007 e	14.342 e	10.302 e	5.670 e	2.224 e	2.150 e	2.411 e	3.822 e	9.661 e	19.233 e	19.361 e	17.095 e	17.839 e	14.963 e	12.749 e	5.271 e	3.637 e	1.646 e	1.393 e	5.011 e	9.741 e	13.856 e	16.171 e	20.220 e	17.583 e	14.620 e	12.732 e	7.725 e	2.623 e	1.651 e	2.170 e	5.062 e	12.921 e	14.197 e	20.113 e	22.054 e	21.017 e	20.528 e	13.508 e	9.823 e	4.427 e	1.682 e	2.058 e	6.230 e	9.480 e	15.925 e	25.699 e	30.375 e	25.245 e	23.199 e	23.241 e	10.011 e	3.828 e	2.085 e	3.82 e	6.47 e	14.256 e	20.462 e	29.436 e	30.631 e	31.746 	30.696 	20.966 	11.674 	4.951 	3.244 	4.766 	9.434 
M,RA420,PC,DK	0.347 	1.054 	1.410 	4.045 	10.539 	10.448 	11.036 	6.692 	3.745 	2.176 	0.720 	0.274 	0.466 	1.365 	2.256 	6.760 	5.958 	10.160 	8.628 	8.226 	3.905 	2.060 	0.548 	0.354 	0.378 	0.920 	3.710 	7.351 	8.903 	12.221 	8.008 	11.979 	6.254 	2.565 	0.991 	0.261 	0.488 	1.261 	3.358 	6.158 	7.343 	11.441 	10.668 	7.843 	5.499 	2.551 	0.884 	0.298 	0.653 	1.668 	6.719 	9.647 	11.883 	15.283 	11.463 	15.615 	7.912 	4.591 	1.021 	0.593 	1.039 	3.102 	5.974 	15.091 	20.355 	30.841 	19.003 	19.782 	17.663 	5.050 	1.883 	0.606 	1.422 	2.872 	7.275 	14.008 	25.645 	24.696 	23.817 	22.976 	18.901 	8.22 	2.378 	0.892 	1.792 	5.317 
M,RA420,PC,EE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.199 	0.608 	2.105 	4.278 	6.359 	5.347 	5.226 	3.122 	2.516 	1.430 	0.430 	0.136 	0.063 	0.629 	3.745 	7.210 	9.834 	12.998 	12.205 	8.766 	5.808 	3.510 	0.858 	0.100 	0.339 	2.076 	7.155 	12.409 	10.121 	12.973 	12.551 	13.548 	7.420 	3.936 	0.694 	0.214 	0.619 	2.341 	7.975 	22.979 	29.007 	26.938 	30.494 	21.585 	18.228 	8.936 	1.677 	0.369 	0.699 	3.726 	12.033 	21.451 	37.658 	36.81 	35.063 	38.483 	28.221 	15.084 	2.797 	0.97 	1.343 	5.271 
M,RA420,PC,EL	5.159 	4.544 	7.169 	11.342 	9.970 	9.172 	9.096 	8.690 	8.592 	7.560 	5.105 	4.258 	3.489 	5.682 	9.730 	9.871 	12.007 	10.104 	9.511 	9.491 	10.139 	9.449 	6.649 	5.035 	5.741 	7.781 	9.817 	11.612 	14.254 	13.553 	10.929 	11.524 	10.244 	11.041 	6.920 	4.417 	4.891 	7.732 	10.106 	11.457 	15.533 	13.587 	11.041 	11.103 	11.373 	8.328 	7.037 	5.569 	7.951 	9.829 	9.707 	19.716 	21.283 	16.504 	14.342 	14.168 	19.638 	19.391 	11.938 	8.674 	12.473 	14.903 	18.701 	21.725 	21.646 	22.690 	19.737 	19.347 	17.417 	18.046 	14.341 	11.814 	11.406 	16.06 	20.314 	22.917 	23.447 	21.754 	19.298 	20.701 	22.686 	21.743 	11.899 	9.236 	10.518 	10.425 
M,RA420,PC,ES	1.931 	2.325 	2.413 	3.351 	4.015 	4.102 	4.261 	3.768 	3.399 	2.566 	1.685 	1.970 	2.041 	3.048 	3.855 	3.517 	4.525 	4.379 	4.212 	4.467 	3.982 	3.745 	2.310 	2.287 	2.730 	4.761 	5.001 	6.543 	9.048 	9.267 	7.916 	8.018 	6.810 	6.233 	4.061 	3.104 	3.484 	4.604 	7.635 	8.357 	11.657 	11.697 	11.656 	11.032 	9.230 	8.563 	5.779 	4.320 	6.371 	7.974 	6.326 	11.826 	15.404 	13.800 	12.689 	12.767 	11.342 	9.139 	7.104 	5.027 	7.079 	9.395 	12.995 	17.515 	17.941 	18.098 	19.210 	18.925 	16.194 	12.588 	9.243 	8.270 	8.291 	11.942 	13.921 	19.446 	24.504 	22.598 	24.383 	23.364 	19.662 	13.003 e	11.342 e	10.98 e	9.452 e	14.770 e
